longitude,latitude,u_10m_component_of_wind,v_10m_component_of_wind,dewpoint_2m_temperature,temperature_2m,mean_sea_level_pressure,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,surface_sensible_heat_flux,top_net_solar_radiation,top_net_thermal_radiation,total_cloud_cover,total_precipitation
42,-90.5,4.587475,-0.003800154,238.74442,243.9567,103228.24,940.875,-258663.75,99999.484,134676.5,4613,-627564.4,0,0
42,-90.5,-1.8376245,1.4548527,243.3364,247.76167,103333.14,361539,13028.219,100127.82,-177976.69,932748.25,-651891,0.99050856,5.53E-05
42,-90.5,-4.288152,1.2388581,247.48334,250.90717,102888.195,664.125,58565.03,99727.21,-9701.125,5508.25,-637070.75,0.9966124,0.000525193
42,-90.5,-2.0973947,0.67727214,255.73473,259.07764,102947.9,409961.88,-170172.75,99867.55,-117878.25,986591.1,-759376.7,0.417759,0
42,-90.5,-3.302267,1.9401512,256.25766,259.86957,102619.484,1383.625,-141453.97,99589.88,78891,8606.5,-759152.44,0.8269116,0
42,-90.5,3.6299603,4.9447737,275.0116,275.76013,101601.58,200885.75,31995,98778.48,69699.44,860934.9,-914204.44,0.99847406,5.69E-05
42,-90.5,2.3036256,3.9705005,275.40466,276.75424,101258.4,719.5,62614.562,98455.836,162533.88,9501.75,-938824.4,1,7.75E-05
42,-90.5,1.7698998,4.192929,277.4811,277.6703,100881.52,152629,40589.97,98105.6,161190.5,870780.9,-902576,1,1.45E-05
42,-90.5,-0.5910826,3.412591,277.3914,277.84738,100748.14,885.5,56374.97,97991.66,169250.75,11498.25,-875644.2,1,0.000150425
42,-90.5,5.2373433,-2.2271657,271.41827,272.57144,100917.71,268843.88,9763.781,98054.03,-48588.375,933643.4,-907130.75,1,3.62E-06
42,-90.5,4.2550044,-1.7813896,263.48206,268.90866,101467.94,8467.125,-270357.88,98543.99,157231,20105,-846452.25,0,0
42,-90.5,-3.3421636,-0.21703732,265.1654,270.47583,102118.63,1182292.9,-267382.7,99194.67,-576252.4,1693158.2,-632239.9,0.9295012,0
42,-90.5,-3.0398371,-0.19497836,271.33447,271.80597,101637.24,830.125,879.5625,98748.49,37741.25,12049.25,-543611.6,1,0.001848514
42,-90.5,-1.7019768,-0.9624485,270.48807,272.68436,101515.75,1098175.5,-186350.31,98639.34,-450187.12,1661072.8,-861462.25,0.97292966,0
42,-90.5,-1.7666976,-0.25012589,272.08524,273.12076,101589.43,2103,5900.1562,98709.51,18297.625,15216.5,-572406.75,1,0.001562656
42,-90.5,5.1619835,-1.4220115,271.05,271.74323,100752.06,189762.38,-20070.688,97884.914,-27235.75,827679,-845399.8,0.9994812,0.000352025
42,-90.5,8.843981,-0.98266923,257.59277,262.70273,101644.3,13005,-278518.97,98639.34,-15498.875,30433,-803061.1,0.90648985,0
42,-90.5,6.2205687,-2.047936,252.976,258.9089,103939.68,1632985.2,-401575.78,100821.08,-1209194.6,2020071.1,-776698.6,0,0
42,-90.5,3.3852623,-1.4900268,253.67365,259.06088,104255.945,18151.75,-340729.2,101135.93,25933.688,36216.5,-755719.06,0,0
42,-90.5,-2.4156797,1.0118339,255.61078,264.11374,104587.49,1581463.4,-405522.03,101516.74,-924893.9,2020897.4,-806270.1,0,0
42,-90.5,-2.490153,0.99528974,259.35046,267.69006,104034.39,8577.875,-114883.94,101023.78,33569.688,28436.25,-748628.1,0.97610366,0
42,-90.5,-3.3661013,1.4272789,266.27975,269.73688,102652.14,320421.12,-49058.062,99700.83,-173380.94,977502.6,-589090.3,0.99560523,0.000682855
42,-90.5,-1.5734215,-0.15729415,268.27707,270.19278,102374.28,3099.125,-39182.094,99433.36,10520.1875,27403.25,-859892.25,0.99389625,9.30E-05
42,-90.5,-6.2377586,0.41348302,269.4115,272.31906,101964.484,544660.5,-67611.625,99062.734,-258367.12,1179241.1,-599925.2,1,0
42,-90.5,-5.2962027,-1.7170509,270.239,271.41138,101649.914,2767.125,-22839.25,98752.69,40993.625,26232.75,-571043.75,1,0.001353302
42,-90.5,7.488389,-2.149959,269.64288,271.32355,100489.62,311179.25,-57962.938,97615.64,-88111.875,994302.6,-737189.44,0.9994812,0.00010597
42,-90.5,9.268657,-2.169261,266.29037,268.43042,100994.914,6198.125,-71516.53,98081.62,146766.88,34151,-714087.75,0.9974669,9.41E-05
42,-90.5,3.8507206,0.6634853,259.82974,261.60126,102023.53,513005.75,-150834.06,99009.36,-261124.62,1071624.4,-744263.1,1,1.03E-06
42,-90.5,-1.858016,1.3013587,261.81763,263.74985,101443.12,8135.125,-84057.75,98485.22,18509.75,36354.25,-583396.9,1,0
42,-90.5,-0.26215863,2.0872114,273.5183,276.20493,99959.375,562037.4,-213850.08,97177.26,-7721.4375,1205474.1,-801542.9,0.28051516,0
42,-90.5,5.606164,-3.1113648,270.8658,273.37454,100284.26,11178.875,-171908.28,97451.32,155887.62,50331.25,-871123.9,0.9425328,0
42,-90.5,4.132655,-0.94498503,255.1504,257.5439,102136.01,806088.7,-323208.7,99074.13,-372342,1284585.9,-764345.56,1,5.18E-07
42,-90.5,2.433954,-1.433041,257.58685,259.71063,102000.41,11455.5,-170420.69,98970.984,67578.31,43033,-589487.1,1,0
42,-90.5,-2.694068,-0.2262286,263.66858,267.20624,102128.164,792806.94,-306741.88,99155.695,-247266.62,1323005.8,-820676.4,0.09274715,0
42,-90.5,-3.3811734,-0.83009446,266.32816,269.71735,101776.37,19313.875,-207362.53,98862.44,144999.25,62449.5,-806994.75,0.8898876,0
42,-90.5,-3.9884858,-1.2464584,268.07642,269.50403,101229.92,156004.75,-42301.906,98323.9,-18892.688,829056,-756271.2,0.99050856,0.000320492
42,-90.5,-1.7995014,-3.0727615,269.05145,270.23602,101398.31,7747.75,-51929.938,98493.016,45377.312,55564.25,-747817.25,0.99389625,0.000284825
42,-90.5,1.5775104,-1.6324912,263.81732,268.2422,103210.48,556780,-290667.62,100208.18,-134423,1157621.4,-773748.4,0.9966124,0
42,-90.5,1.851466,0.41256392,261.61575,264.9043,103441.96,14056.5,-179118.97,100448.664,66305.69,64997,-767934.1,0.19390231,0
42,-90.5,-1.0441288,0.36660755,261.41626,264.4414,103752.48,570283.1,-234056.52,100717.33,-178330.19,1168637.9,-691935,1,0
42,-90.5,-2.835922,-0.20968437,265.5762,268.79572,103207.47,11289.5,-65504.188,100230.37,72456.94,56803.5,-564850,1,1.24E-05
42,-90.5,-2.499019,3.6763802,272.6306,273.4805,100639.195,169341.75,-23872.312,97787.16,-40457.375,883587.4,-775577.2,1,0.000397513
42,-90.5,6.0264063,3.3307886,271.54224,273.66037,100816.59,9241.875,-69037.22,97969.47,100879.94,67475.75,-835082.56,0.79721665,3.15E-05
42,-90.5,4.466899,-0.028616548,264.07703,268.8989,102581.08,600775.75,-260647.2,99616.266,-156836.19,1191290.4,-800956.25,0.18770695,0
42,-90.5,1.6493239,-0.38064182,263.42657,267.20624,102651.09,18151.75,-171143.81,99685.836,66164.25,68852.75,-616729.5,0.9966124,0
42,-90.5,-2.8997564,-1.2795469,266.39426,271.0196,103126.87,642281,-293456.88,100169.195,-107767.625,1276185.9,-815949.06,0.05072254,0
42,-90.5,-4.4335527,-0.18211055,268.90625,273.06082,102690.02,20144,-158354.66,99781.79,153413,86685.5,-810635.1,0.9932248,0
42,-90.5,-3.629418,1.070658,272.8832,273.79422,101107.125,91699.125,5569.5938,98259.73,53861.75,877803.75,-665710.56,1,0.000740232
42,-90.5,-5.6933937,-1.543336,274.3045,274.7688,99955.195,7305,11106.75,97138.27,78891,77665.75,-748127.8,1,0.001035912
42,-90.5,11.922213,-2.913753,263.1551,265.5624,101495.375,879304.06,-115669.06,98524.8,-484973.5,1462776.9,-797695.44,1,3.10E-06
42,-90.5,9.209255,-2.1269813,259.93597,262.9537,102275.52,45379.25,-252465.45,99264.24,112616.81,113262.75,-782530.1,1,1.03E-06
42,-90.5,1.1342165,-1.2253186,254.77266,259.54053,103606.164,536138.1,-37136.656,100519.43,-409461.62,1204372.5,-732030.8,0.6341843,6.20E-06
42,-90.5,-0.8393271,-1.2455393,258.19598,262.58145,103365.54,30382,-84842.875,100313.73,-10054.6875,94328.25,-582223.6,1,6.20E-06
42,-90.5,-4.157824,-1.2639219,259.2572,263.48215,103411.52,337964,-23851.656,100374.9,-189713.56,1080299.8,-781909,1,2.79E-05
42,-90.5,-4.173783,-1.5562037,264.08646,266.5384,102947.24,16214.75,-15421.969,99947.305,24731.688,98459.5,-794227.6,0.99389625,5.07E-05
42,-90.5,3.0261943,-3.6462965,263.07953,266.04343,102572.98,953792.25,-222548.34,99582.086,-473095.22,1615354.5,-788033.8,0.7771047,0
42,-90.5,2.9942772,-1.8429712,259.41656,262.5452,102717.984,58162.875,-270874.38,99702.02,88506.75,144797.25,-771091.44,0.9641402,0
42,-90.5,0.91966254,-0.5552758,259.58774,264.43723,102790.62,668014.25,-93334.53,99768.59,-361453.56,1450521,-661914.94,0.9966124,4.03E-05
42,-90.5,0.3930295,-1.440394,260.2004,266.64297,102437.64,59878.375,-231845.8,99462.74,11792.875,156433.5,-783479.06,0.8891246,0
42,-90.5,-2.4617822,1.2737849,264.69675,271.83664,102247.695,922746.25,-217300.45,99327.21,-320869.5,1600757.8,-629703.75,0.97949123,0
42,-90.5,-1.3624136,-0.88432276,265.90436,272.98135,102062.33,40121.875,-124801.22,99167.086,12853.4375,121731.75,-641970.56,0.8824104,1.03E-06
42,-90.5,1.4179246,-2.6325002,265.6128,269.01184,102902.305,853570.75,-150730.75,99941.31,-386482.8,1527911.5,-624476.06,1,0
42,-90.5,0.8283439,-1.5994028,265.88666,269.27676,102751.82,39015,-83499.91,99800.375,42266.312,127377.5,-676476.4,1,3.10E-06
42,-90.5,3.9845955,-3.0810337,256.57877,261.26804,102967.37,994854.9,-197899.78,99901.73,-603826.94,1654049.8,-699578.06,0.9939573,2.07E-06
42,-90.5,5.3056107,-1.6793667,250.66467,254.94917,102940.32,83730.125,-301907.2,99808.17,16742.188,177158.12,-726751.44,0,0
42,-90.5,5.8411093,0.25171685,252.59236,256.0562,102880.88,1254678.1,-300584.88,99763.195,-809363.5,1782391.4,-735791.94,1,2.07E-06
42,-90.5,5.1655297,0.97874546,254.96979,258.09048,102468.47,66740.625,-178023.94,99404.57,38236.188,170341.62,-725302.2,0.96774143,9.82E-06
42,-90.5,6.3331656,-1.1894726,258.81927,262.51453,102639.08,1296902.9,-344510.16,99600.08,-708044.6,1816955.5,-771522.75,1,5.18E-07
42,-90.5,6.3438044,-2.0516129,258.01184,262.0042,102758.74,85943.75,-295275,99729.61,155322,192787.62,-753752.25,1,1.03E-06
42,-90.5,5.5245976,2.063314,262.24847,266.93576,102866.25,1311236,-362774.47,99881.336,-597110.06,1881952.5,-801560.1,0.6185891,0
42,-90.5,4.275396,0.05042827,264.646,268.4611,102521.25,84615.625,-253064.62,99575.484,125838.5,192925.38,-753545.25,0.79501927,0
42,-90.5,-2.7552426,0.08995068,261.3171,267.3178,103066.91,901827.6,-182362.72,100082.24,-385422.25,1619692.2,-548563.25,1,0
42,-90.5,-2.5344822,0.020097136,262.44092,268.20038,102622.36,85888.375,-222011.17,99670.84,98546.69,209794.38,-772126.6,0.6563716,2.07E-06
42,-90.5,-2.7020473,1.5679052,270.33698,274.00055,102109.23,1346598.6,-358311.7,99235.45,-409249.5,2019589.1,-872900.94,0.43665025,0
42,-90.5,-1.9112113,0.33168077,271.2896,276.32065,101916.93,75705.75,-90276.72,99058.54,79739.44,209312.38,-849575,0.8285291,0
42,-90.5,-7.1810875,1.844562,273.13464,274.8692,100389.16,435695.25,-37446.562,97567.664,83062.5,1248920.2,-491456.03,1,0.001161525
42,-90.5,-4.5097995,0.26550376,274.8947,275.2094,99346.695,19203.125,6912.5625,96550.56,110071.44,153472.75,-769693.94,1,0.000544319
42,-90.5,8.424625,-0.5819303,268.77405,272.4822,101937.96,1333925.6,-162404.22,99027.95,-712145.5,2016490.8,-826594.1,1,0
42,-90.5,5.4412584,-0.7069315,268.20035,271.56754,102456.586,148367.75,-326968.97,99537.11,169674.88,283535.62,-827784.56,0.006103784,0
42,-90.5,3.003143,-1.0221916,266.55478,275.24564,103142.55,1715497.9,-409757.53,100227.97,-667319.1,2335210.2,-887893.75,0.2289381,0
42,-90.5,2.0810921,-0.388914,268.37506,273.78583,103036.47,164748.5,-315729.38,100121.22,82001.94,305017.62,-859115.9,0,0
42,-90.5,-1.533525,5.594596,271.58353,281.3986,102305.57,1560323.2,-308518.72,99484.33,-333596.2,2287633,-856131.1,0.9682908,0
42,-90.5,-2.2312694,5.7241926,275.12372,276.97736,101728.69,45268.5,-14554.219,98903.81,355131.5,172545,-596353.8,1,0.001263358
42,-90.5,-4.0230627,3.4006424,279.90338,283.6894,100571.52,1268624,-163148.03,97839.336,-265861.75,2117635.5,-560588.5,1,5.18E-07
42,-90.5,-4.4521713,6.508207,283.4778,284.98886,99985.63,36856.75,-36785.438,97292.4,469742.75,179430.25,-676459.1,0.9165611,0.00065339
42,-90.5,6.2666717,5.7269497,277.72308,286.11264,99180.92,1856339.2,-324489.66,96473.2,-525274.75,2576401.5,-902886.56,0.88668305,4.55E-05
42,-90.5,5.467856,3.8445802,275.2583,276.5033,99797.77,40619.875,-43562.22,96999.14,139413.62,202220.5,-838395.1,1,0.000109071
42,-90.5,7.300432,-4.753843,270.13867,275.52032,101794,1073106.2,-126640.06,98926.6,-526618.1,1858542.5,-803768.5,0.93029463,2.27E-05
42,-90.5,6.4014325,-3.001989,269.07034,276.138,102215.56,235750.25,-370501.7,99348.195,194987,390670.5,-893535.44,0.018738657,0
42,-90.5,3.5776517,-0.8907567,267.09543,277.01498,102936.664,2333761,-492835.38,100039.664,-965619.4,2881419,-895312.5,0.016114026,0
42,-90.5,2.0979373,-1.710617,267.69983,276.17285,102656.71,231433.75,-335832.53,99791.984,51245.688,396385.25,-841759.44,0.002533078,0
42,-90.5,3.7097533,-2.2915044,267.52277,277.0819,102727.516,2327286.2,-486058.56,99844.76,-931327.94,2891540.5,-902541.5,0.105504096,0
42,-90.5,1.9773614,-1.4091436,269.2852,276.46844,102684.93,225401.62,-290275.06,99803.98,110566.375,388742.62,-840465.44,0.25426883,0
42,-90.5,2.7877023,-1.704183,269.54016,278.716,103055.28,1601607.2,-250543.98,100178.195,-585656,2299888.8,-814103,0.8502739,9.30E-06
42,-90.5,1.7468486,-0.19038272,268.42108,277.56155,102864.03,176370,-226267.33,100004.875,52801.188,337791.62,-789069,1,0
42,-90.5,0.59162515,3.3877745,269.26276,281.8308,102881.8,2147762,-423166.53,100036.664,-657349.9,2789982.5,-731892.8,1,0
42,-90.5,-1.6239569,1.3215795,271.31912,281.30658,102438.69,123353.875,-180751.19,99625.266,62275.562,271211,-571112.75,1,0
42,-90.5,4.5342793,0.8702886,274.80618,281.71927,101477.34,1569509.8,-274593.38,98694.516,-490347,2319993.8,-840051.4,0.9932248,0
42,-90.5,3.3551183,-3.2492337,272.4854,281.08487,101371.8,119867.375,-145751.47,98572.18,170240.62,294758.62,-831217.9,0.97918606,5.69E-06
42,-90.5,2.6157043,-3.4330592,272.36853,281.42926,101983.3,2090539.9,-329985.5,99149.09,-911106.56,2754661.2,-893345.7,0.30636472,0
42,-90.5,4.670814,-1.0433315,273.37192,282.61023,101627.055,283011,-354406.75,98839.65,191593.12,471159.38,-905698.75,0,0
42,-90.5,0.22014499,-4.3457513,270.15164,283.9501,102194.4,2315775.5,-469695.06,99379.38,-849876.9,2946829.2,-935356.56,0.012207598,0
42,-90.5,-0.7781525,-1.8466476,271.194,281.55753,102236.2,294577.12,-360853,99438.75,45942.938,483208.62,-911064.44,0,0
42,-90.5,-1.0379226,3.5467832,271.72873,283.81906,102544.234,2417214.5,-492773.38,99728.414,-825413.3,3018092,-961788,0.39337432,0
42,-90.5,-1.4714639,1.8647828,272.41104,283.62106,102276.305,233260,-247424.17,99483.13,96001.375,403614.88,-689260.8,1,0
42,-90.5,-3.4361417,1.3537488,279.10776,280.87433,101785.25,502159,-46496.094,98996.766,-75314.44,1465324.4,-738155.6,0.99545264,0.000334449
42,-90.5,-3.356349,-2.7363615,279.82312,281.46274,101823.01,69064.875,-47901.03,99018.36,48064.062,286083.12,-818761.25,1,3.05E-05
42,-90.5,-1.7480793,-2.6012502,267.89816,279.40897,102798.586,2055288,-386968.47,99929.31,-823150.75,2705569.2,-887790.25,0.19851068,0
42,-90.5,-1.2719817,-1.6609842,267.68332,278.28796,102710.93,322745.38,-388621.38,99866.34,46720.688,512264.5,-884822.75,0.04669404,0
42,-90.5,-0.6513705,2.9557853,260.65607,280.99982,103187.875,2505316.5,-539425.9,100322.73,-816221.75,3056787,-913134.75,0.25057605,0
42,-90.5,-0.6903804,2.07802,266.1806,279.7603,102855.805,337521.25,-387691.62,100021.67,53508.25,531474.4,-877404,0,0
42,-90.5,-0.7400293,4.589072,266.53473,275.9944,102586.95,55.375,-69037.22,99726.62,101021.31,275.25,-812032.6,0.82068574,0
42,-90.5,0.4701627,6.840011,274.1416,287.69513,102145.414,2305703.5,-402092.3,99374.586,-733073.9,3036819.8,-812325.94,0.9823905,0
42,-90.5,0.87001354,5.415366,277.02426,288.45502,101632.67,251467,-186804.84,98903.22,213087.25,467441.38,-786377.56,0.98998976,0
42,-90.5,1.8505795,0.98793674,278.11145,280.92175,101530.25,387.5,-186598.25,98779.67,116505.5,1170.5,-827405,0.80325943,0
42,-90.5,0.6182228,-3.2602634,279.57288,289.27905,101690.67,1598120.8,-243188.67,98942.8,-464893.56,2457699.2,-566420,1,0
42,-90.5,-0.4713933,-2.003818,275.28546,286.1503,101742.27,125567.5,-113788.91,98988.375,67649.06,310663.62,-531086,1,0
42,-90.5,-1.243611,-2.8742304,272.29773,276.53537,101963.57,830.125,-204903.88,99135.91,101940.5,2409.75,-854837.1,0.33282468,0
42,-90.5,-2.028241,-0.9063817,271.84677,285.52426,101786.3,1648702,-275357.8,99002.164,-503639.34,2479869.8,-722817.75,0.9528787,0
42,-90.5,0.7946537,-1.5920497,276.16135,281.0319,101579.766,32761.625,-58810.03,98795.266,109717.94,211446.75,-461660.22,1,0.001561105
42,-90.5,0.64570695,-5.0029263,266.942,277.27292,101362.39,664.125,-79181.78,98539.195,154897.75,2960.5,-697473.2,0.9755543,0.000134917
42,-90.5,1.4099455,-6.841178,269.90494,278.9126,101671.6,1306310.8,-142776.28,98833.65,-699984.4,2194062,-663657.5,1,0
42,-90.5,2.5190663,-5.2685537,263.5529,276.95782,101971.41,234366.75,-197879.12,99120.31,41983.5,429434.62,-801111.56,0.21630323,0
42,-90.5,2.2796876,-2.1573124,262.05017,267.6873,102956.914,2711.75,-337485.4,100000.08,77406.19,6403.25,-811411.5,0,0
42,-90.5,2.8258257,-3.0644894,262.2367,276.38617,102940.195,2558830.5,-508331.12,100029.47,-1086028.2,3135210.5,-896140.6,0.8146125,0
42,-90.5,1.7938378,-0.4431423,265.18546,276.51306,102710.14,350360.25,-330894.56,99836.36,34630.25,567966.4,-845658.56,0.057528257,0
42,-90.5,0.5189249,4.026567,268.4152,273.78027,102583.43,2103,-107239.375,99692.43,65174.375,7573.75,-788792.94,0.8699281,2.07E-06
42,-90.5,2.8364646,7.6424084,270.59314,283.41888,102172.06,2490097.8,-443806.84,99355.39,-987608.3,3171977.8,-867690.56,0.913906,0
42,-90.5,1.744189,4.889626,272.77463,283.6852,101751.55,325567.75,-295853.53,98972.78,185583.38,560736.9,-855423.75,0.8931836,0
42,-90.5,2.2734816,1.7728703,271.39584,276.92435,101572.32,3597.125,-167631.44,98752.69,135666.25,9846,-590781.1,0.9979857,3.36E-05
42,-90.5,4.7098236,-1.8475667,274.0436,279.7645,101654.75,972109.94,-109243.5,98833.05,-301284.5,1889526.2,-828215.9,0.9755543,0.000108553
42,-90.5,3.434911,1.1901444,272.06635,281.55475,101645.34,385778.12,-352258.03,98854.64,135524.88,616163.25,-903662.94,0,0
42,-90.5,2.1440399,0.8712077,270.53885,272.25772,102366.31,6917.625,-248044,99520.914,39438.125,16249.25,-852956.56,0.00201425,0
42,-90.5,2.2894402,2.5623994,271.737,286.8767,102487.67,2357446.8,-416265.75,99697.83,-689025.25,3107049.5,-829665.1,0.9375582,0
42,-90.5,1.2078035,-0.65270317,277.7278,283.28784,102551.03,99557.5,-111516.22,99748.2,26216.5,309148.88,-557137.9,1,0.000196431
42,-90.5,-5.058597,-0.57733476,277.62274,279.02136,102669.65,4593.25,-93582.47,99826.164,141039.75,14321.25,-607533.7,1,2.07E-06
42,-90.5,-7.463022,1.4916177,276.51785,283.18744,102444.43,1743002,-234263.12,99629.46,-736114.1,2625011.5,-689174.56,1,3.10E-06
42,-90.5,-5.198678,-0.4808265,278.85516,281.202,102190.875,169563.12,-106041.06,99372.79,39508.875,427162.5,-830407,1,1.60E-05
42,-90.5,-1.3136513,-0.10306573,277.69122,278.43018,101939.664,4261.25,-63128.188,99108.31,15893.6875,19691.75,-868052.9,0.9816581,0
42,-90.5,0.6740778,0.11292887,280.58923,287.01334,101866.64,2010960.4,-285770.97,99103.516,-574060.56,2876186.2,-909770.44,0.88506556,4.65E-05
42,-90.5,0.1740424,1.3647783,281.55487,286.51697,101792.96,167681.5,-81475.125,99030.35,12358.5,441965.88,-876455.06,0.81903774,0
42,-90.5,-1.7986147,2.2986102,278.39597,279.0339,101986.95,11344.875,-199738.62,99182.08,68568.19,29675.5,-827767.3,0.984771,0
42,-90.5,-2.5460079,4.3877835,281.75552,289.6527,101783.81,2037579.1,-299510.53,99047.15,-575050.4,2922593,-821262.94,0.96084416,0
42,-90.5,-2.56108,3.4907165,283.48373,291.24078,101406.28,400388,-310874.06,98699.31,161756.12,675307.9,-921226.4,0.9086262,0
42,-90.5,-1.2418377,3.4006424,282.64206,284.67096,101167.61,6973,-120958.28,98434.84,105051.44,25200,-727493.3,0.82804084,0
42,-90.5,2.966793,3.0614848,286.70166,287.93634,100792.69,436746.62,-34285.438,98091.21,-35508.125,1527291.9,-848436.3,0.9966124,0.000504516
42,-90.5,2.9437418,-0.07916844,284.8743,291.56705,100758.07,307194.75,-221060.77,98074.42,150302,587245.1,-886410,0.56307507,0
42,-90.5,1.2849364,-1.3052825,277.29578,277.9129,101296.55,18926.5,-245172.12,98554.78,32014.25,43239.5,-902972.8,0.5516,0
42,-90.5,1.5455933,2.5899732,277.73016,294.36118,101141.875,2531713.8,-468104.16,98443.84,-573353.5,3299080,-995845.3,0,0
42,-90.5,3.2079449,2.0017326,279.3521,295.2605,100711.05,372109.12,-264283.56,98042.03,228571.38,653963.5,-910719.4,0.16820532,0
42,-90.5,1.9144137,-2.8301125,274.83804,280.0266,101367.74,22745,-304861.72,98604.56,165079.12,49780.5,-910132.75,0,0
42,-90.5,2.2459974,-2.4973888,272.44763,291.68137,101290.54,2571669.5,-500417.94,98572.77,-644906,3288545.5,-946916,0.48636565,0
42,-90.5,2.0332165,-1.7363526,274.41663,289.65967,101119.41,378307.25,-295832.88,98407.86,105829.19,647284.75,-856579.7,0.95712084,0
42,-90.5,-4.810353,-0.6931447,271.52805,277.8418,101660.625,9574,-91413.06,98806.664,-15711,33806.75,-505948.47,1,3.10E-05
42,-90.5,-7.56764,-1.1536266,275.07532,275.6458,101410.07,352186.5,-33149.094,98571.58,-26458,1336087.8,-467319.2,1,0.001261808
42,-90.5,-9.122714,-1.88617,273.63754,277.0387,101067.414,82346.625,-27426,98236.94,-68244.06,330975.12,-626736.25,1,4.39E-05
42,-90.5,-8.701585,-1.5313874,273.23972,276.2356,100551.27,17100.25,-113045.125,97725.39,67649.06,45029.75,-593024,1,0
42,-90.5,-8.65105,-0.7436966,277.19543,278.7704,100015.67,752961.9,-68355.41,97243.83,-73617.56,1769997.9,-497184,1,0.000746952
42,-90.5,-3.8670232,1.2186373,280.16663,282.17798,99774,146984.25,-73458.69,97058.516,231541,378759,-555240.1,0.9327667,0.002432119
42,-90.5,3.6920216,4.5697703,267.94537,275.8926,100322.93,26618.75,-209428.62,97512.49,176745.38,64652.75,-845451.56,0.33096302,0
42,-90.5,8.085062,6.077137,269.0373,277.70795,100726.06,1482625.4,-176185.1,97913.1,-774082.2,2344298.8,-815396.94,1,0
42,-90.5,6.934272,1.3500724,267.3516,278.22522,101337.695,199225.62,-146144.03,98509.21,46437.812,466202,-802940.4,0.8967848,0
42,-90.5,3.579425,1.326175,268.1496,272.67877,101920.06,38904.375,-304138.56,99038.15,123858.75,80902,-847763.44,0,0
42,-90.5,5.998922,0.99712795,270.2614,281.20758,102070.43,1890096.9,-306617.9,99243.85,-770547,2668801.8,-875678.7,0.9979857,0
42,-90.5,1.5775104,-3.3457422,269.8589,280.73492,101861.016,371279,-195647.75,99039.35,-2701.4375,633996.1,-845054.75,0.7062701,0
42,-90.5,-0.8304612,-4.7428136,268.8673,275.16617,101292.625,12839,-110524.5,98434.24,28691.125,50331.25,-594714.75,1,4.65E-06
42,-90.5,-1.234745,-5.1316037,270.73596,277.38586,100880.48,1032375.7,-133912.72,98052.234,-472317.47,2042241.6,-564660.2,1,8.01E-05
42,-90.5,0.33717453,-3.659164,269.79044,278.40927,101024.56,166298,-94264.28,98200.36,9035.4375,442241.25,-782478.4,0.9615766,0
42,-90.5,1.6794679,-0.53689325,268.8319,270.61945,101604.195,47814.125,-249820.86,98774.875,28903.25,98528.25,-819572.2,0,0
42,-90.5,-0.68683404,4.6065354,271.2601,285.1227,101611.12,2405095,-378311.53,98831.85,-823928.5,3182718.8,-879974.7,0.81433785,0
42,-90.5,-3.2552779,3.149721,273.57968,283.9794,101368.92,471943.25,-300068.38,98599.766,65740.06,781065.6,-882666.1,0.93166804,0
42,-90.5,1.3975332,1.931879,279.5847,282.88907,101133.26,49640.375,-193974.22,98401.26,138777.25,110577.5,-880733.8,0.8995926,0
42,-90.5,-0.11232534,0.92635524,284.56503,295.09595,101108.95,2556174.2,-404964.2,98415.66,-610190.3,3436510,-942671.8,0.35363862,0
42,-90.5,-2.5238433,-1.2786278,286.5281,293.93872,101140.44,109961.5,-37095.344,98449.836,34559.562,403614.88,-710550.94,0.9256558,1.03E-06
42,-90.5,-4.4814286,1.530221,279.60712,284.31403,101110.266,8743.875,-22632.656,98356.28,39296.75,55701.75,-493060.53,0.9966124,1.55E-05
42,-90.5,-2.1993523,4.8032284,287.22223,294.85614,100460.62,1359050.2,-214697.17,97787.16,-242882.94,2349944.8,-647750.25,0.6644591,0.000462128
42,-90.5,1.1989377,4.8050666,288.0391,291.33002,99955.45,80465,-48727.47,97296,108303.875,327532.5,-440094.06,0.959776,0.000906164
42,-90.5,3.2859645,-2.4505134,278.2779,281.94934,100179.49,18373.125,-58355.5,97423.734,-8923.375,88475.75,-830596.8,1,5.18E-07
42,-90.5,4.028038,-4.702372,275.9465,281.53662,100754.94,696237.9,-92280.84,97974.266,-342222.12,1796368.5,-658792.1,1,0
42,-90.5,0.3513599,-4.624246,274.63266,282.52377,101033.84,173935,-99202.25,98257.93,43892.5,460831.5,-754856.44,1,0
42,-90.5,0.35490626,-6.002935,273.62927,278.66022,101359.516,56170.625,-241515.14,98538.59,119333.69,116636.5,-746592.3,0.10315412,0
42,-90.5,-1.045902,-6.405512,270.9036,286.93387,101376.1,2750585,-504302.22,98612.36,-967599.06,3410070.5,-981456.4,0,0
42,-90.5,-0.87035763,-4.19961,268.13544,288.03815,101203.016,556780,-406389.8,98477.42,185866.12,827885.5,-974210.1,0,0
42,-90.5,0.6075837,-2.5938973,269.70306,275.1104,101401.31,79745.625,-301060.1,98601.56,74153.81,149754.75,-868035.6,0,0
42,-90.5,0.7237267,-1.7786323,267.99023,291.4332,101227.57,2730939.2,-541264.75,98503.21,-616836.5,3409313.2,-993982,0,0
